Query,Rank,Term,Pinyin Match,In Notes,Unigram Count,Hamming,Is Substring,Is Relevant
明改制之義,10,不義之財,0,0,2,5,0,0
一統乎天,1,大一統,0,0,2,4,0,0
一統乎天,2,大一統誌,0,0,2,4,0,0
一統乎天,3,做一日和尚撞一天鐘,0,0,2,9,0,0
一統乎天,4,一飞冲天,0,0,2,2,0,0
一統乎天,5,統一資源標誌符,0,0,2,7,0,0
一統乎天,6,一天一个样,0,0,2,4,0,0
一統乎天,7,第一义净天,0,0,2,5,0,0
一統乎天,8,統一資源,0,0,2,4,0,0
一統乎天,9,德國統一社會黨,0,0,2,7,0,0
一統乎天,10,統一資源定位器,0,0,2,7,0,0
加憂於天下之憂,1,杞天之慮,0,0,2,7,0,0
加憂於天下之憂,2,威振天下,0,0,2,7,0,0
加憂於天下之憂,3,名满天下,0,0,2,7,0,0
加憂於天下之憂,4,天下没有不散的筵席,0,0,2,9,0,0
加憂於天下之憂,5,之下,0,0,2,7,0,0
加憂於天下之憂,6,舞于松柏之下,0,0,2,7,0,0
加憂於天下之憂,7,後顧之憂,0,0,2,7,0,0
加憂於天下之憂,8,滑天下之大稽,0,0,3,7,0,0
加憂於天下之憂,9,杞人之憂,0,0,2,7,0,0
加憂於天下之憂,10,贪天之功,0,0,2,7,0,0
趣奪,1,六趣,0,0,1,2,0,0
趣奪,2,奪格,0,0,1,2,0,0
趣奪,3,攫奪,0,0,1,1,0,0
趣奪,4,进趣,0,0,1,2,0,0
趣奪,5,惡趣,0,0,1,2,0,0
趣奪,6,識趣,0,0,1,2,0,0
趣奪,7,恶趣,0,0,1,2,0,0
趣奪,8,饶有风趣,0,0,1,4,0,0
趣奪,9,兴趣,0,0,1,2,0,0
趣奪,10,趣闻,0,0,1,1,0,0
喜怒賞罰,1,心有哀乐喜怒,0,0,2,6,0,0
喜怒賞罰,2,心有哀樂喜怒,0,0,2,6,0,0
喜怒賞罰,3,喜錢,0,0,1,3,0,0
喜怒賞罰,4,懲罰,0,0,1,4,0,0
喜怒賞罰,5,喜來登,0,0,1,3,0,0
喜怒賞罰,6,卫福喜,0,0,1,4,0,0
喜怒賞罰,7,恼怒,0,0,1,3,0,0
喜怒賞罰,8,喜帖,0,0,1,3,0,0
喜怒賞罰,9,欣喜,0,0,1,4,0,0
喜怒賞罰,10,招人喜欢,0,0,1,4,0,0
無為為道,1,責無旁貸,0,0,1,4,0,0
無為為道,2,無所不為,0,0,2,3,0,0
無為為道,3,為成道業，應受此食,0,0,2,9,0,0
無為為道,4,無為空,0,0,2,2,0,0
無為為道,5,無礙道,0,0,2,3,0,0
無為為道,6,道德虛無主義,0,0,2,6,0,0
無為為道,7,無衣外道,0,0,2,2,0,0
無為為道,8,上天無路，入地無門,0,0,1,9,0,0
無為為道,9,慈無量心,0,0,1,4,0,0
無為為道,10,慘無人道,0,0,2,3,0,0
無為而治,1,無為縣,0,0,2,2,0,0
無為而治,2,莫大於無為,0,0,2,5,0,0
無為而治,3,無罪,0,0,1,3,0,0
無為而治,4,至道無難,0,0,1,4,0,0
無為而治,5,死而無悔,0,0,2,4,0,0
無為而治,6,無為空,0,0,2,2,0,0
無為而治,7,一道無為心,0,0,2,5,0,0
無為而治,8,口和無諍,0,0,1,4,0,0
無為而治,9,政治工作,0,0,1,4,0,0
無為而治,10,無盡意菩薩經,0,0,1,5,0,0
不私為寶,1,知其不可而為之,0,0,2,7,0,0
不私為寶,2,不孝有三，無後為大,0,0,2,8,0,0
不私為寶,3,下不為例,0,0,2,3,0,0
不私為寶,4,不足為奇,0,0,2,2,0,0
不私為寶,5,為時不晚,0,0,2,4,0,0
不私為寶,6,官不容针私通车马,0,0,2,8,0,0
不私為寶,7,不足為怪,0,0,2,2,0,0
不私為寶,8,寶刀不老,0,0,2,4,0,0
不私為寶,9,不能為生,0,0,2,2,0,0
不私為寶,10,不私自請託,0,0,2,3,0,0
乘備具之官,1,官告,0,0,1,5,0,0
乘備具之官,2,冬官,0,0,1,5,0,0
乘備具之官,3,引玉之砖,0,0,1,5,0,0
乘備具之官,4,具縛,0,0,1,5,0,0
乘備具之官,5,顾恺之,0,0,1,5,0,0
乘備具之官,6,晉之乘,0,0,2,5,0,0
乘備具之官,7,乘人不備,0,0,2,4,0,0
乘備具之官,8,具壽命,0,0,1,5,0,0
乘備具之官,9,大乘集菩薩學論,0,0,1,7,0,0
乘備具之官,10,趨之若鶩,0,0,1,5,0,0
相者導進,1,星相師,0,0,1,4,0,0
相者導進,2,相較,0,0,1,3,0,0
相者導進,3,前門拒虎，後門進狼,0,0,1,9,0,0
相者導進,4,骚乱者,0,0,1,4,0,0
相者導進,5,捐资者,0,0,1,4,0,0
相者導進,6,開導,0,0,1,4,0,0
相者導進,7,有功者進,0,0,2,3,0,0
相者導進,8,电脑业者,0,0,1,4,0,0
相者導進,9,侵截者,0,0,1,4,0,0
相者導進,10,季相,0,0,1,4,0,0
擯者贊辭,1,反對者,0,0,1,4,0,0
擯者贊辭,2,拥护者,0,0,1,4,0,0
擯者贊辭,3,受领者,0,0,1,4,0,0
擯者贊辭,4,新聞記者,0,0,1,4,0,0
擯者贊辭,5,偽善者,0,0,1,4,0,0
擯者贊辭,6,訪問者,0,0,1,4,0,0
擯者贊辭,7,奠基者,0,0,1,4,0,0
擯者贊辭,8,無國界記者,0,0,1,5,0,0
擯者贊辭,9,待敌者佚,0,0,1,4,0,0
擯者贊辭,10,生還者,0,0,1,4,0,0
心不自慮,1,一心不亂,0,0,2,4,0,0
心不自慮,2,口不应心,0,0,2,3,0,0
心不自慮,3,不足為慮,0,0,2,3,0,0
心不自慮,4,防心离过，不生瞋爱,0,0,2,9,0,0
心不自慮,5,心神不安,0,0,2,3,0,0
心不自慮,6,不到黄河心不死,0,0,2,7,0,0
心不自慮,7,皇天不负苦心人,0,0,2,7,0,0
心不自慮,8,能见心不相应染,0,0,2,7,0,0
心不自慮,9,心神不宁,0,0,2,3,0,0
心不自慮,10,焦慮不安,0,0,2,4,0,0
群臣效當,1,阿留申群岛,0,0,1,5,0,0
群臣效當,2,等效百万吨当量,0,0,1,7,0,0
群臣效當,3,等效百萬噸當量,0,0,2,7,0,0
群臣效當,4,當駕,0,0,1,4,0,0
群臣效當,5,舟山群岛,0,0,1,4,0,0
群臣效當,6,有效,0,0,1,4,0,0
群臣效當,7,謀臣猛將,0,0,1,3,0,0
群臣效當,8,質當,0,0,1,4,0,0
群臣效當,9,群众团体,0,0,1,3,0,0
群臣效當,10,赫德岛和麦克唐纳群岛,0,0,1,10,0,0
法地之道,1,佛十八不絕之法,0,0,2,7,0,0
法地之道,2,白蛇传说之法海,0,0,2,7,0,0
法地之道,3,天地之精,0,0,2,2,0,0
法地之道,4,地方法院,0,0,2,4,0,0
法地之道,5,盡地主之誼,0,0,2,4,0,0
法地之道,6,人行地下通道,0,0,2,6,0,0
法地之道,7,道地,0,0,2,3,0,0
法地之道,8,法雲地,0,0,2,3,0,0
法地之道,9,法属南部领地,0,0,2,6,0,0
法地之道,10,不敗之地,0,0,2,3,0,0
出其情,1,出水口,0,0,1,2,0,0
出其情,2,忙進忙出,0,0,1,4,0,0
出其情,3,出其不意，攻其不備,0,0,2,7,0,0
出其情,4,出點子,0,0,1,2,0,0
出其情,5,衡情酌理,0,0,1,4,0,0
出其情,6,勾出,0,0,1,3,0,0
出其情,7,选情,0,0,1,3,0,0
出其情,8,色情业,0,0,1,3,0,0
出其情,9,不得其門而入,0,0,1,6,0,0
出其情,10,攻其所不戒,0,0,1,4,0,0
堅耎,1,堅強,0,0,1,1,0,0
堅耎,2,堅持,0,0,1,1,0,0
堅耎,3,堅苦卓絕,0,0,1,3,0,0
堅耎,4,堅守,0,0,1,1,0,0
堅耎,5,主不可以不堅,0,0,1,6,0,0
堅耎,6,美利堅合眾國,0,0,1,6,0,0
堅耎,7,堅定不移,0,0,1,3,0,0
堅耎,8,苻堅,0,0,1,2,0,0
堅耎,9,隋文帝楊堅,0,0,1,5,0,0
堅耎,10,窮當益堅,0,0,1,4,0,0
肥轢,1,肥马轻裘,0,0,1,3,0,0
肥轢,2,乘坚策肥,0,0,1,4,0,0
肥轢,3,肥膩,0,0,1,1,0,0
肥轢,4,合肥縣,0,0,1,3,0,0
肥轢,5,肥前,0,0,1,1,0,0
肥轢,6,肥腻,0,0,1,1,0,0
肥轢,7,麵肥,0,0,1,2,0,0
肥轢,8,肥東縣,0,0,1,2,0,0
肥轢,9,菲力,1,0,0,2,0,0
肥轢,10,肥肠,0,0,1,1,0,0
美惡,1,美国东岸,0,0,1,3,0,0
美惡,2,美國航空,0,0,1,3,0,0
美惡,3,选美,0,0,1,2,0,0
美惡,4,褒賢遏惡,0,0,1,4,0,0
美惡,5,險惡,0,0,1,1,0,0
美惡,6,美工,0,0,1,1,0,0
美惡,7,济美,0,0,1,2,0,0
美惡,8,惡毒,0,0,1,2,0,0
美惡,9,惡祁尼,0,0,1,3,0,0
美惡,10,美國國庫證券,0,0,1,5,0,0
累可就財,1,無跡可尋,0,0,1,4,0,0
累可就財,2,財神爺,0,0,1,4,0,0
累可就財,3,成年累月,0,0,1,4,0,0
累可就財,4,束手就擒,0,0,1,3,0,0
累可就財,5,財政年度,0,0,1,4,0,0
累可就財,6,就业许可,0,0,2,4,0,0
累可就財,7,可恨,0,0,1,4,0,0
累可就財,8,仗義疏財,0,0,1,3,0,0
累可就財,9,可支配收入,0,0,1,5,0,0
累可就財,10,可见,0,0,1,4,0,0
比地貴信,1,信噪比,0,0,2,4,0,0
比地貴信,2,地方主义,0,0,1,4,0,0
比地貴信,3,發信,0,0,1,4,0,0
比地貴信,4,湘潭地區,0,0,1,4,0,0
比地貴信,5,信陽地區,0,0,2,4,0,0
比地貴信,6,概念地图,0,0,1,4,0,0
比地貴信,7,反比例,0,0,1,4,0,0
比地貴信,8,大洋型地壳,0,0,1,5,0,0
比地貴信,9,莫桑比克,0,0,1,4,0,0
比地貴信,10,二连盆地,0,0,1,4,0,0
悉見其情于主,1,天主教會,0,0,1,6,0,0
悉見其情于主,2,原教旨主義,0,0,1,6,0,0
悉見其情于主,3,見取,0,0,1,6,0,0
悉見其情于主,4,兩相情願,0,0,1,6,0,0
悉見其情于主,5,主體,0,0,1,6,0,0
悉見其情于主,6,苏悉地羯罗供养法,0,0,1,8,0,0
悉見其情于主,7,取其精华,0,0,1,6,0,0
悉見其情于主,8,欲善其事，必先利其器,0,0,1,9,0,0
悉見其情于主,9,一見鐘情,0,0,2,4,0,0
悉見其情于主,10,見景生情,0,0,2,5,0,0
王道威而不失,1,學而不厭,0,0,2,6,0,0
王道威而不失,2,惠而不費,0,0,2,6,0,0
王道威而不失,3,不辞而别,0,0,2,6,0,0
王道威而不失,4,不欢而散,0,0,2,6,0,0
王道威而不失,5,斩而不奏,0,0,2,6,0,0
王道威而不失,6,機不可失，時不再來,0,0,2,9,0,0
王道威而不失,7,不是_而是_,0,0,2,5,0,0
王道威而不失,8,来而不往非礼也,0,0,2,7,0,0
王道威而不失,9,知其不可而为之,0,0,2,7,0,0
王道威而不失,10,一发而不可收,0,0,2,6,0,0
為人臣常竭情悉力,1,风土人情,0,0,2,8,0,0
為人臣常竭情悉力,2,人滿為患,0,0,2,8,0,0
為人臣常竭情悉力,3,潜力股男人,0,0,2,8,0,0
為人臣常竭情悉力,4,位极人臣,0,0,2,8,0,0
為人臣常竭情悉力,5,位極人臣,0,0,2,8,0,0
為人臣常竭情悉力,6,人格魅力,0,0,2,8,0,0
為人臣常竭情悉力,7,声嘶力竭,0,0,2,8,0,0
為人臣常竭情悉力,8,白色情人節,0,0,2,8,0,0
為人臣常竭情悉力,9,捨己為人,0,0,2,8,0,0
為人臣常竭情悉力,10,全國人大常委會,0,0,2,8,0,0
竭盡力量,1,军事力量,0,0,2,2,0,0
竭盡力量,2,不自量力,0,0,2,4,0,0
竭盡力量,3,戰略核力量,0,0,2,5,0,0
竭盡力量,4,無量力菩薩,0,0,2,4,0,0
竭盡力量,5,神通力量,0,0,2,2,0,0
竭盡力量,6,忍耐就是力量,0,0,2,6,0,0
竭盡力量,7,竭尽全力,0,0,2,3,0,0
竭盡力量,8,量力,0,0,2,4,0,0
竭盡力量,9,量子力学,0,0,2,3,0,0
竭盡力量,10,心力衰竭,0,0,2,4,0,0
見其短長,1,短中抽長,0,0,2,3,0,0
見其短長,2,爭長爭短,0,0,2,4,0,0
見其短長,3,白冠長尾雉,0,0,1,5,0,0
見其短長,4,取長補短,0,0,2,4,0,0
見其短長,5,張家長，李家短,0,0,2,7,0,0
見其短長,6,東家長西家短,0,0,2,6,0,0
見其短長,7,論長道短,0,0,2,4,0,0
見其短長,8,增長見識,0,0,2,4,0,0
見其短長,9,晝短夜長,0,0,2,3,0,0
見其短長,10,長方體,0,0,1,4,0,0
是非善惡,1,懲惡勸善,0,0,2,4,0,0
是非善惡,2,撩是生非,0,0,2,4,0,0
是非善惡,3,是非自有公論,0,0,2,4,0,0
是非善惡,4,混淆是非,0,0,2,4,0,0
是非善惡,5,錢是萬惡之源,0,0,2,5,0,0
是非善惡,6,挑拨是非,0,0,2,4,0,0
是非善惡,7,十善十惡,0,0,2,3,0,0
是非善惡,8,搬弄是非,0,0,2,4,0,0
是非善惡,9,是非曲直,0,0,2,2,0,0
是非善惡,10,惹是生非,0,0,2,4,0,0
意外災禍或死亡,1,临床死亡,0,0,2,7,0,0
意外災禍或死亡,2,陣亡者,0,0,1,7,0,0
意外災禍或死亡,3,对外贸易经济合作部,0,0,1,8,0,0
意外災禍或死亡,4,不注意,0,0,1,7,0,0
意外災禍或死亡,5,臨床死亡,0,0,2,7,0,0
意外災禍或死亡,6,双方同意,0,0,1,7,0,0
意外災禍或死亡,7,死当,0,0,1,7,0,0
意外災禍或死亡,8,生離死別,0,0,1,7,0,0
意外災禍或死亡,9,导致死亡,0,0,2,7,0,0
意外災禍或死亡,10,人為財死，鳥為食亡,0,0,2,9,0,0
使主上得而器使之,1,明主慮之,0,0,2,7,0,0
使主上得而器使之,2,怒而撓之,0,0,2,8,0,0
使主上得而器使之,3,總而言之,0,0,2,8,0,0
使主上得而器使之,4,百足之蟲死而不僵,0,0,2,8,0,0
使主上得而器使之,5,海上之盟,0,0,2,8,0,0
使主上得而器使之,6,反其道而行之,0,0,2,8,0,0
使主上得而器使之,7,择主而事,0,0,2,7,0,0
使主上得而器使之,8,失而復得,0,0,2,7,0,0
使主上得而器使之,9,不得其门而入,0,0,2,7,0,0
使主上得而器使之,10,奖得主,0,0,2,8,0,0
检法,1,法师,0,0,1,2,0,0
检法,2,破法,0,0,1,1,0,0
检法,3,归谬法,0,0,1,3,0,0
检法,4,養生法,0,0,1,3,0,0
检法,5,同法喻,0,0,1,2,0,0
检法,6,高壓氧療法,0,0,1,5,0,0
检法,7,章法,0,0,1,1,0,0
检法,8,剑法,1,0,0,1,0,0
检法,9,拿你沒辦法,0,0,1,5,0,0
检法,10,七觉支法,0,0,1,4,0,0
颁降,1,反空降,0,0,1,3,0,0
颁降,2,降霜,0,0,1,2,0,0
颁降,3,謫降,0,0,1,1,0,0
颁降,4,受降仪式,0,0,1,3,0,0
颁降,5,降福,0,0,1,2,0,0
颁降,6,納降,0,0,1,1,0,0
颁降,7,降火,0,0,1,2,0,0
颁降,8,降雨量,0,0,1,3,0,0
颁降,9,降將,0,0,1,2,0,0
颁降,10,空降兵,0,0,1,2,0,0
追毁,1,追敘,0,0,1,1,0,0
追毁,2,毁除,0,0,1,2,0,0
追毁,3,击毁,0,0,1,1,0,0
追毁,4,毁伤,0,0,1,2,0,0
追毁,5,紧追,0,0,1,2,0,0
追毁,6,追悔,1,0,0,1,0,0
追毁,7,追訴時效,0,0,1,3,0,0
追毁,8,烧毁,0,0,1,1,0,0
追毁,9,毁三观,0,0,1,3,0,0
追毁,10,緊追,0,0,1,2,0,0
会问,1,汉口商会,0,0,1,4,0,0
会问,2,菩萨见实会,0,0,1,5,0,0
会问,3,全国大会党,0,0,1,5,0,0
会问,4,不问好歹,0,0,1,3,0,0
会问,5,冀察政务委员会,0,0,1,7,0,0
会问,6,反问语气,0,0,1,3,0,0
会问,7,联合国儿童基金会,0,0,1,8,0,0
会问,8,野生生物基金会,0,0,1,7,0,0
会问,9,封建社会,0,0,1,4,0,0
会问,10,美国国会图书馆,0,0,1,7,0,0
駟不及追,1,有过之而无不及,0,0,2,7,0,0
駟不及追,2,言不及義,0,0,2,2,0,0
駟不及追,3,來不及,0,0,2,2,0,0
駟不及追,4,为富不仁,0,0,1,4,0,0
駟不及追,5,坚持不懈,0,0,1,4,0,0
駟不及追,6,不關痛癢,0,0,1,4,0,0
駟不及追,7,不成功便成仁,0,0,1,6,0,0
駟不及追,8,快鹞赶不及,0,0,2,5,0,0
駟不及追,9,不定方程,0,0,1,4,0,0
駟不及追,10,遣人追,0,0,1,4,0,0
駟不及舌,1,愚不可及,0,0,2,3,0,0
駟不及舌,2,三寸不爛之舌,0,0,2,6,0,0
駟不及舌,3,不及格,0,0,2,4,0,0
駟不及舌,4,措手不及,0,0,2,4,0,0
駟不及舌,5,文不對題,0,0,1,3,0,0
駟不及舌,6,不濟,0,0,1,4,0,0
駟不及舌,7,密集不動金剛,0,0,1,6,0,0
駟不及舌,8,言不及义,0,0,2,2,0,0
駟不及舌,9,不及物動詞,0,0,2,5,0,0
駟不及舌,10,趕不及,0,0,2,2,0,0
話一說出去,1,如出一辙,0,0,2,5,0,0
話一說出去,2,一去不复返,0,0,2,5,0,0
話一說出去,3,說話要算數,0,0,2,5,0,0
話一說出去,4,換句話說,0,0,2,5,0,0
話一說出去,5,說一切有部發智論,0,0,2,7,0,0
話一說出去,6,潑出去的水,0,0,2,5,0,0
話一說出去,7,長話短說,0,0,2,5,0,0
話一說出去,8,一般說來,0,0,2,4,0,0
話一說出去,9,搬出去,0,0,2,5,0,0
話一說出去,10,獨出一時,0,0,2,5,0,0
比喻說話當慎重,1,迦丁比丘說當來變經,0,0,3,9,0,0
比喻說話當慎重,2,佛說當來變經,0,0,2,7,0,0
比喻說話當慎重,3,二話不說,0,0,2,7,0,0
比喻說話當慎重,4,無話可說,0,0,2,7,0,0
比喻說話當慎重,5,打開天窗說亮話,0,0,2,7,0,0
比喻說話當慎重,6,有話要說,0,0,2,7,0,0
比喻說話當慎重,7,好話從我說起,0,0,2,7,0,0
比喻說話當慎重,8,醜話說在前頭,0,0,2,6,0,0
比喻說話當慎重,9,重話,0,0,2,7,0,0
比喻說話當慎重,10,說話不當話,0,0,3,7,0,0
不可失言,1,言行不符,0,0,2,4,0,0
不可失言,2,只可意会，不可言传,0,0,3,8,0,0
不可失言,3,不可言喻,0,0,3,2,0,0
不可失言,4,龍力不可思議,0,0,2,6,0,0
不可失言,5,不可侵犯權,0,0,2,3,0,0
不可失言,6,不可数名词,0,0,2,3,0,0
不可失言,7,非死不可,0,0,2,4,0,0
不可失言,8,存生不可言,0,0,3,5,0,0
不可失言,9,機不可失,0,0,3,4,0,0
不可失言,10,將不可以慍致戰,0,0,2,7,0,0
為人君者,1,鬼怕惡人,0,0,1,4,0,0
為人君者,2,百歲老人,0,0,1,4,0,0
為人君者,3,助人為快樂之本,0,0,2,6,0,0
為人君者,4,以人為本,0,0,2,3,0,0
為人君者,5,仁人君子,0,0,2,2,0,0
為人君者,6,正人君子,0,0,2,2,0,0
為人君者,7,敢為人先,0,0,2,4,0,0
為人君者,8,科学怪人,0,0,1,4,0,0
為人君者,9,原人論,0,0,1,3,0,0
為人君者,10,為人者天,0,0,3,2,0,0
謹本詳始,1,本底調查,0,0,1,4,0,0
謹本詳始,2,开始以前,0,0,1,4,0,0
謹本詳始,3,日本国志,0,0,1,3,0,0
謹本詳始,4,初始,0,0,1,4,0,0
謹本詳始,5,有始有终,0,0,1,4,0,0
謹本詳始,6,明本,0,0,1,3,0,0
謹本詳始,7,本位主义,0,0,1,4,0,0
謹本詳始,8,起始,0,0,1,4,0,0
謹本詳始,9,超文本置标语言,0,0,1,7,0,0
謹本詳始,10,本地風光,0,0,1,4,0,0
敬小慎微,1,小菜碟兒,0,0,1,4,0,0
敬小慎微,2,章回小说,0,0,1,4,0,0
敬小慎微,3,敬佩,0,0,1,3,0,0
敬小慎微,4,小筆電,0,0,1,4,0,0
敬小慎微,5,微型小说,0,0,2,4,0,0
敬小慎微,6,紫微星,0,0,1,4,0,0
敬小慎微,7,小洞不堵，大洞受苦,0,0,1,9,0,0
敬小慎微,8,微安培,0,0,1,4,0,0
敬小慎微,9,小型车,0,0,1,4,0,0
敬小慎微,10,隱微,0,0,1,4,0,0
志如死灰,1,氣喘如牛,0,0,1,4,0,0
志如死灰,2,死亡人数,0,0,1,4,0,0
志如死灰,3,藝文志,0,0,1,4,0,0
志如死灰,4,好死不如賴活著,0,0,2,7,0,0
志如死灰,5,好死不如赖活着,0,0,2,7,0,0
志如死灰,6,應付裕如,0,0,1,4,0,0
志如死灰,7,刘如意,0,0,1,3,0,0
志如死灰,8,以死明志,0,0,2,4,0,0
志如死灰,9,職志,0,0,1,4,0,0
志如死灰,10,磷灰石,0,0,1,4,0,0
形如委衣,1,国家监察委员会,0,0,1,7,0,0
形如委衣,2,如魚似水,0,0,1,4,0,0
形如委衣,3,知地形,0,0,1,4,0,0
形如委衣,4,等边三角形,0,0,1,5,0,0
形如委衣,5,绿草如茵,0,0,1,4,0,0
形如委衣,6,田衣,0,0,1,4,0,0
形如委衣,7,應付裕如,0,0,1,4,0,0
形如委衣,8,伴君如伴虎,0,0,1,5,0,0
形如委衣,9,如來,0,0,1,4,0,0
形如委衣,10,如影隨形,0,0,2,4,0,0
安精養神,1,有精神病,0,0,2,3,0,0
安精養神,2,安神,0,0,2,3,0,0
安精養神,3,精神财富,0,0,2,4,0,0
安精養神,4,精神学,0,0,2,4,0,0
安精養神,5,心神不安,0,0,2,4,0,0
安精養神,6,閉目養神,0,0,2,2,0,0
安精養神,7,精神分析學,0,0,2,5,0,0
安精養神,8,精神生物学,0,0,2,5,0,0
安精養神,9,精神训话,0,0,2,4,0,0
安精養神,10,精神抖擞,0,0,2,4,0,0
寂寞無為,1,無為縣,0,0,2,4,0,0
寂寞無為,2,無獨有偶,0,0,1,4,0,0
寂寞無為,3,無語,0,0,1,4,0,0
寂寞無為,4,為人者天,0,0,1,4,0,0
寂寞無為,5,無間地獄,0,0,1,4,0,0
寂寞無為,6,無暇,0,0,1,4,0,0
寂寞無為,7,無為為道,0,0,2,4,0,0
寂寞無為,8,無賴,0,0,1,4,0,0
寂寞無為,9,為德不終,0,0,1,4,0,0
寂寞無為,10,天無絕人之路,0,0,1,6,0,0
國之元,1,國中之國,0,0,2,3,0,0
國之元,2,德國之聲,0,0,2,4,0,0
國之元,3,多元不飽和脂肪酸,0,0,1,8,0,0
國之元,4,全軍之道,0,0,1,4,0,0
國之元,5,册府元龟,0,0,1,3,0,0
國之元,6,杞國之憂,0,0,2,4,0,0
國之元,7,開國元勳,0,0,2,3,0,0
國之元,8,世祿之家,0,0,1,4,0,0
國之元,9,三元区,0,0,1,3,0,0
國之元,10,國家利益,0,0,1,3,0,0
發言動作,1,手動變速器,0,0,1,5,0,0
發言動作,2,移動操作系統,0,0,2,5,0,0
發言動作,3,警匪動作電影,0,0,2,4,0,0
發言動作,4,小動作,0,0,2,4,0,0
發言動作,5,發票,0,0,1,3,0,0
發言動作,6,國家發展改革委,0,0,1,7,0,0
發言動作,7,發言人,0,0,2,2,0,0
發言動作,8,渦輪軸發動機,0,0,2,6,0,0
發言動作,9,發動,0,0,2,3,0,0
發言動作,10,動態超文本置標語言,0,0,2,9,0,0
萬物之樞機,1,杯中之物,0,0,2,4,0,0
萬物之樞機,2,别无长物,0,0,1,5,0,0
萬物之樞機,3,球磨機,0,0,1,5,0,0
萬物之樞機,4,轉機,0,0,1,5,0,0
萬物之樞機,5,萬物變化,0,0,2,3,0,0
萬物之樞機,6,神機妙算,0,0,1,5,0,0
萬物之樞機,7,王羲之,0,0,1,4,0,0
萬物之樞機,8,被子植物门,0,0,1,5,0,0
萬物之樞機,9,貪婪是萬惡之源,0,0,2,7,0,0
萬物之樞機,10,萬惡之源,0,0,2,3,0,0
榮辱之端,1,兼而有之,0,0,1,4,0,0
榮辱之端,2,聶榮,0,0,1,4,0,0
榮辱之端,3,遠端存取,0,0,1,4,0,0
榮辱之端,4,好自為之,0,0,1,4,0,0
榮辱之端,5,榮格,0,0,1,3,0,0
榮辱之端,6,告之,0,0,1,4,0,0
榮辱之端,7,榮譽學位,0,0,1,3,0,0
榮辱之端,8,四分之一,0,0,1,3,0,0
榮辱之端,9,杞梓之林,0,0,1,3,0,0
榮辱之端,10,招之即來,0,0,1,4,0,0
失之豪釐,1,失之毫厘，差之千里,0,0,2,7,0,0
失之豪釐,2,牧师之职,0,0,1,4,0,0
失之豪釐,3,一念之差,0,0,1,4,0,0
失之豪釐,4,一箭之仇,0,0,1,4,0,0
失之豪釐,5,失之交臂,0,0,2,2,0,0
失之豪釐,6,差之毫厘，失之千里,0,0,2,8,0,0
失之豪釐,7,明智之举,0,0,1,4,0,0
失之豪釐,8,阿吒釐,0,0,1,4,0,0
失之豪釐,9,世祿之家,0,0,1,4,0,0
失之豪釐,10,有失远迎,0,0,1,4,0,0
